name,price,original_price,rating,reviews_count,description,attributes,quantity,image_url,product_url,sku,brand,category,in_stock,unit,source
Full Speed Camo Tee - Black,£20.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Full Speed Camo screen print on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/novecom4.jpg?v=1636474204,https://uk.trapstarlondon.com/products/full-speed-camo-tee-black,03456-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Halftone Tee  2.0 - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/09_6883f5c7-2225-49d8-af33-39e772c64265.jpg?v=1728060897,https://uk.trapstarlondon.com/products/halftone-tee-2-0-white,06822-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Hot Rod Strikeout Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Hot Rod Strikeout graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/imagereplacement_f8660dcf-6198-42d9-a10e-77aeb6c31906.jpg?v=1721739571,https://uk.trapstarlondon.com/products/hot-rod-strikeout-tee-black,04907-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Hot Rod Strikeout Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Hot Rod Strikeout graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/flame-strikeout-tee-white-front_ec4bcf78-0ea1-423a-be21-f0eb80d0518f.jpg?v=1761918080,https://uk.trapstarlondon.com/products/hot-rod-strikeout-tee-white,04908-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Irongate T Badge Tee - Black,£20.00,£45.00,,,-100% COTTON -WOVEN CREST ON LEFT CHEST-REGULAR FIT,,,https://cdn.shopify.com/s/files/1/1248/9105/files/BLACKWHITEFOOTBALLBADGETSHIRT_B.jpg?v=1723120488,https://uk.trapstarlondon.com/products/irongate-t-badge-tee-black,06185-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
It's a Secret Tee 2.0 - Black/Blue,£25.00,£45.00,,,- 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/1secret-tee-black_1.jpg?v=1704472839,https://uk.trapstarlondon.com/products/its-a-secret-tee-2-0-black-blue-1,05708-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Knight Tee - Black,£20.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/knight-tee.jpg?v=1742561627,https://uk.trapstarlondon.com/products/knight-tee-black,06876-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Never Miss Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Never Miss graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/Never-miss-black-tee.jpg?v=1669211048,https://uk.trapstarlondon.com/products/never-miss-tee-black,04650-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Never Miss Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Never Miss graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/Never-miss-white-tee.jpg?v=1669211035,https://uk.trapstarlondon.com/products/never-miss-tee-white,04651-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
SS It's A Secret Tee - Black,£20.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/eagle-black-front.jpg?v=1713978137,https://uk.trapstarlondon.com/products/ss24-its-a-secret-tee-black,06114-XS,Trapstar,T-Shirts,Out of Stock,,uk.trapstarlondon.com
Script Tee  - Black/Teal,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/tshirt4front.jpg?v=1703265139,https://uk.trapstarlondon.com/products/script-tee-black-teal,05682-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Script Tee  - White/Teal,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/whitetee4front.jpg?v=1703265168,https://uk.trapstarlondon.com/products/script-tee-white-teal,05683-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Sharpshooter Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Sharpshooter graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/imagereplacement_2e5dd564-1be4-4e52-ba73-037825463601.jpg?v=1721739601,https://uk.trapstarlondon.com/products/sharpshooter-tee-black,04253-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Sharpshooter Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Sharpshooter graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/TSHIRTS_00000.jpg?v=1761914531,https://uk.trapstarlondon.com/products/sharpshooter-tee-white,04254-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Shooters Playoff Tee - Black,£20.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Rockstar graphic on chest &amp; back - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/shooters-black.jpg?v=1684429715,https://uk.trapstarlondon.com/products/shooters-playoff-tee-black,05166-xs,Trapstar,T-Shirts,Out of Stock,,uk.trapstarlondon.com
TRP Print Tee - Black,£20.00,£45.00,,,,,,https://cdn.shopify.com/s/files/1/1248/9105/files/TRP.jpg?v=1741858536,https://uk.trapstarlondon.com/products/trp-print-tee-black,06828-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TRP Ransom Tee  - Black,£25.00,£45.00,,,Short Sleeve T-shirt 100% Cotton Machine Wash Cold Official Certilogo Authentication Label,,,https://cdn.shopify.com/s/files/1/1248/9105/files/TRP-black.jpg?v=1748012725,https://uk.trapstarlondon.com/products/trp-ransom-tee-black,07038-XS,Trapstar,T-Shirts,Out of Stock,,uk.trapstarlondon.com
TRP Tee - Black/Wildcard Edition,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - TRP Wildcard Edition graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/rrevd.jpg?v=1697198518,https://uk.trapstarlondon.com/products/trp-tee-black-wildcard-edition,04385-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TRP Tee - White/Wildcard Edition,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - TRP Wildcard Edition graphic on chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/WildcardEcomogwhite.jpg?v=1761914410,https://uk.trapstarlondon.com/products/trp-tee-white-wildcard-edition,04386-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TS All Stars Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - TS All Stars graphic on chest &amp; back - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/TS-allstars-back-black.jpg?v=1658500446,https://uk.trapstarlondon.com/products/ts-all-stars-tee-black,04379-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TS Flame Print Tee - Black,£20.00,£45.00,,,Short Sleeve T-shirt TS Flame Print Graphic 100% Cotton Machine Wash Cold Regular Fit Official Certilogo Authentication Label,,,https://cdn.shopify.com/s/files/1/1248/9105/files/TSFlameTee.jpg?v=1734090069,https://uk.trapstarlondon.com/products/ts-flame-print-tee-black,06660-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TS Team Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/nba-logo-black.jpg?v=1751566392,https://uk.trapstarlondon.com/products/ts-team-tee-black,07090-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TS Team Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/nba-logo-white.jpg?v=1751567250,https://uk.trapstarlondon.com/products/ts-team-tee-white,07089-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
TS-Star Tee - Black/White,£20.00,£45.00,,,- T-Shirt - 100% Cotton - TS Star Tee graphic on across chest - Machine Wash Cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/WildcardTee.jpg?v=1697773548,https://uk.trapstarlondon.com/products/ts-star-tee-black-white,05514-XS,Trapstar,T-Shirts,Out of Stock,,uk.trapstarlondon.com
Trap Invasion Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Trap Invasion graphic on chest &amp; back - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/InvasionBlackteeback.jpg?v=1686847332,https://uk.trapstarlondon.com/products/trap-invasion-tee-black,05246-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Trap Invasion Tee - White,£25.00,£45.00,,,Short Sleeve T-shirt Trap Invasion Print Graphic 100% Cotton Machine Wash Cold Regular Fit Official Certilogo Authentication Label,,,https://cdn.shopify.com/s/files/1/1248/9105/files/InvasionWhiteteeback.jpg?v=1686847344,https://uk.trapstarlondon.com/products/trap-invasion-tee-white,05247-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Trapstar Eagle Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/eagle-back-black.jpg?v=1752851607,https://uk.trapstarlondon.com/products/trapstar-eagle-tee-black,07120-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Trapstar London It's A Secret Tee SS25 - Black,£20.00,£45.00,,,Short Sleeve T-shirt 100% Cotton Machine Wash Cold Box Fit Official Certilogo Authentication Label,,,https://cdn.shopify.com/s/files/1/1248/9105/files/01_205d00b7-2676-424c-9966-92828a64065f.jpg?v=1746356968,https://uk.trapstarlondon.com/products/trapstar-london-its-a-secret-tee-ss25-black,06973-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Trapstar Script 2.0 Tee - Black,£25.00,£45.00,,,Short sleeve T-shirt Trapstar Script 2.0 graphic on front and back Regular Fit Machine wash cold Official Certilogo Authentication Label,,,https://cdn.shopify.com/s/files/1/1248/9105/files/srcipt-arch-tee-back-black.jpg?v=1734279856,https://uk.trapstarlondon.com/products/trapstar-script-2-0-tee-black,05583-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Trapstar Script 2.0 Tee - White,£25.00,£45.00,,,Short sleeve T-shirt Trapstar Script 2.0 graphic on front Machine wash cold Official Certilogo Authentication Label,,,https://cdn.shopify.com/s/files/1/1248/9105/files/srcipt-arch-tee-back-white.jpg?v=1734278107,https://uk.trapstarlondon.com/products/trapstar-script-2-0-tee-white,05584-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Wall to Wall Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Wall to Wall graphic on chest &amp; back - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/Subway-black-back.jpg?v=1682678521,https://uk.trapstarlondon.com/products/wall-to-wall-tee-black,05178-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Wall to Wall Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Wall to Wall graphic on chest &amp; back - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/Subway-white-back.jpg?v=1682678482,https://uk.trapstarlondon.com/products/wall-to-wall-tee-white,05179-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Wild Roses Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/FlowerBlack.jpg?v=1654607144,https://uk.trapstarlondon.com/products/wild-roses-tee-black,04218-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
Wild Roses Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/FlowerWhite.jpg?v=1654607129,https://uk.trapstarlondon.com/products/wild-roses-tee-white,04219-XS,Trapstar,T-Shirts,In Stock,,uk.trapstarlondon.com
You Cruise You Lose Tee - Black,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - You Cruise You Lose graphic on back &amp; chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/TSHIRTS_00005.png?v=1655390535,https://uk.trapstarlondon.com/products/you-cruise-you-lose-tee-black,04252-XS,Trapstar,T-Shirts,Out of Stock,,uk.trapstarlondon.com
You Cruise You Lose Tee - White,£25.00,£45.00,,,- Short sleeve T-shirt - 100% cotton - You Cruise You Lose graphic on back &amp; chest - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/products/TSHIRTS_00003.png?v=1655390421,https://uk.trapstarlondon.com/products/you-cruise-you-lose-tee-white,04251-XS,Trapstar,T-Shirts,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER*  Irongate Arch Tracksuit - Black/Grey,£115.00,£145.00,,,Hoodie &amp; Jogger - 80% Cotton / 20% Polyester - Hooded sweatshirt - Irongate Arch fade graphic screen printed on chest - irongate Arch fade graphic screen printed on bottoms - Drawstring closure at waist w/ metal aglets - Machine wash cold - Joggers: Regular core fit,,,https://cdn.shopify.com/s/files/1/1248/9105/files/04_7ee8fced-0ed6-45df-a3af-d472ed30c689.jpg?v=1762354607,https://uk.trapstarlondon.com/products/irongate-arch-tracksuit-black-grey,07282-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Decoded Print Tracksuit - Black/Blue,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January,,,https://cdn.shopify.com/s/files/1/1248/9105/files/01_74ef656b-5b4b-448f-af86-af14ccda7d5c.jpg?v=1766602710,https://uk.trapstarlondon.com/products/decoded-print-tracksuit-black-blue,07350-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Decoded Print Tracksuit - Black/Orange,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January,,,https://cdn.shopify.com/s/files/1/1248/9105/files/02_6e6a8970-36d4-494f-b977-0820aa6e2244.jpg?v=1766602682,https://uk.trapstarlondon.com/products/decoded-print-tracksuit-black-orange,07351-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Decoded Print Tracksuit - Grey/Blue,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January,,,https://cdn.shopify.com/s/files/1/1248/9105/files/03_90e31297-61b4-46c5-9e14-4b83e031171f.jpg?v=1766602634,https://uk.trapstarlondon.com/products/decoded-print-tracksuit-grey-blue,07352-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Decoded Print Tracksuit - Grey/Orange,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January,,,https://cdn.shopify.com/s/files/1/1248/9105/files/04_d46f3280-de76-4dab-b4e0-54e29b7a1ab6.jpg?v=1766602660,https://uk.trapstarlondon.com/products/decoded-print-tracksuit-grey-orange,07353-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Decoded Tracksuit - Black Monochrome,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January Hoodie &amp; Jogger - 80% Cotton / 20% Polyester - Hooded sweatshirt - Decoded graphic screen printed on chest - Decoded graphic screen printed on bottoms - Drawstring closure at waist w/ metal aglets - Machine wash cold - Joggers: Regular core fit,,,https://cdn.shopify.com/s/files/1/1248/9105/files/1PHOTO-2025-09-25-12-38-18.jpg?v=1760379683,https://uk.trapstarlondon.com/products/decoded-gel-tracksuit-black-monochrome,07280-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Hyperdrive Chrome Hoodie Tracksuit - Black/Infrared,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January Hoodie &amp; Jogger - 80% Cotton / 20% Polyester - Hooded sweatshirt - Chrome hyperdrive logo across chest - Drawstring closure at waist w/ metal aglets - Machine wash cold - Regular fit,,,https://cdn.shopify.com/s/files/1/1248/9105/files/hyperdrivechromeredtracksuit.jpg?v=1700672976,https://uk.trapstarlondon.com/products/hyperdrive-chrome-hoodie-tracksuit-black-infrared,05589-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Irongate Arch Fade Tracksuit -Grey/Teal,£115.00,£145.00,,,Hoodie &amp; Jogger - 80% Cotton / 20% Polyester - - Irongate Arch fade graphic screen printed on chest - irongate Arch fade graphic screen printed on bottoms - Drawstring closure at waist w/ metal aglets - Machine wash cold - Joggers: Regular core fit,,,https://cdn.shopify.com/s/files/1/1248/9105/files/01_25fb93bb-3f86-4ac9-b555-0bf519404533.jpg?v=1762354612,https://uk.trapstarlondon.com/products/irongate-arch-fade-tracksuit-grey-teal,07246-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* Irongate Arch Tracksuit - Grey/Black,£115.00,£145.00,,,Please note: This item will start dispatching from 9th January Hoodie &amp; Jogger - 80% Cotton / 20% Polyester - Hooded sweatshirt - Irongate Arch fade graphic screen printed on chest - irongate Arch fade graphic screen printed on bottoms - Drawstring closure at waist w/ metal aglets - Machine wash cold - Joggers: Regular core fit,,,https://cdn.shopify.com/s/files/1/1248/9105/files/03_41f19112-7f21-4a53-abdb-94dffc5522b6.jpg?v=1762354603,https://uk.trapstarlondon.com/products/irongate-arch-tracksuit-grey-black,07281-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* TRP Dragon Tracksuit - Back,£105.00,£145.00,,,Please note: This item will start dispatching from 9th January,,,https://cdn.shopify.com/s/files/1/1248/9105/files/0101.jpg?v=1766698790,https://uk.trapstarlondon.com/products/trp-dragon-tracksuit-back,07362-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
*PRE ORDER* TS Print Tracksuit - Black,£105.00,£145.00,,,Please note: This item will start dispatching from 9th January - Hoodie w/ Bottoms - Hoodie &amp; Bottoms 80% Cotton / 20% Polyester - TS Logo on Chest - TS Logo on Bottoms - Machine wash cold,,,https://cdn.shopify.com/s/files/1/1248/9105/files/LeeTracksuit.jpg?v=1741858526,https://uk.trapstarlondon.com/products/ts-print-tracksuit-black,06830-XS,Trapstar,Tracksuits,Out of Stock,,uk.trapstarlondon.com
TRAPSTAR COBRA T BAG - BLACK / BLACK,£50.00,£80.00,,,- Irongate T Logo - 100% Nylon - 2 Functional compartments - Adjustable Trapstar nylon strap with buckle closure,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/5_53bdebd6-14f2-4cb8-a531-9e9c1931e783.png?v=1729705396,https://hypelockeruk.com/products/trapstar-cobra-t-bag-black-black,,Trapstar,Bags,In Stock,,hypelockeruk.com
TRAPSTAR COBRA T BAG - BLACK / REFLECTIVE,£50.00,£80.00,,,Colour: Black/Reflective - Irongate T Logo - 100% nylon - 2 Functional compartments - Adjustable Trapstar nylon strap with buckle closure - Buckle closure,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/2_6cc2bbba-90a3-4bd3-9977-63636c814eda.png?v=1729705396,https://hypelockeruk.com/products/trapstar-cobra-t-bag-black-reflective,,Trapstar,Bags,Out of Stock,,hypelockeruk.com
TRAPSTAR COBRA T BAG - BLACK / SILVER,£50.00,£80.00,,,- Irongate T Logo - 100% Nylon - 2 Functional compartments - Adjustable Trapstar nylon strap with buckle closure,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/1_65556ba4-2f40-49ef-bf21-fe2878cf90ff.png?v=1729705396,https://hypelockeruk.com/products/trapstar-cobra-t-bag-black-silver,,Trapstar,Bags,In Stock,,hypelockeruk.com
TRAPSTAR IRONGATE T CROSS-BODY BAG - BLACK,£50.00,£80.00,,,Irongate T Logo - 100% cotton - 2 Functional compartments - Adjustable Trapstar nylon strap with buckle closure - Buckle closure.,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/6_3238ed9e-50ef-47d6-a478-4abcb5b6a7b8.png?v=1729705396,https://hypelockeruk.com/products/trapstar-irongate-t-cross-body-bag-black,,Trapstar,Bags,Out of Stock,,hypelockeruk.com
TRAPSTAR IRONGATE T CROSS-BODY BAG - BLACK / REFLECTIVE,£50.00,£80.00,,,Irongate T Logo - 100% cotton - 2 Functional compartments - Adjustable Trapstar nylon strap with buckle closure - Buckle closure.,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/3_7db28936-6225-4fc6-98d1-725bac7ef900.png?v=1729705395,https://hypelockeruk.com/products/trapstar-irongate-t-cross-body-bag-black-reflective,,Trapstar,Bags,In Stock,,hypelockeruk.com
TRAPSTAR IRONGATE T CROSS-BODY BAG - BLACK EDITION,£50.00,£80.00,,,Irongate T Logo - 100% cotton - 2 Functional compartments - Adjustable Trapstar nylon strap with buckle closure - Buckle closure.,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/4_b36d3ebc-f840-457c-b1c7-8230f6239a1e.png?v=1729705396,https://hypelockeruk.com/products/trapstar-irongate-t-cross-body-bag-black-edition,,Trapstar,Bags,In Stock,,hypelockeruk.com
TRAPSTAR X CENTRAL CEE T BAG - BLACK / ROSE GOLD,£50.00,£80.00,,,Rose gold outline T and Cobra clip fastening Mesh overlay front Decoded woven label on side Adjustable branded webbing strap Zip closure under flap Internal zip pocket 100% Water-repellant nylon 100% Polyester lining Official Certilogo Authenticator Label,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/Untitleddesign-2024-12-12T205026.982.png?v=1734036640,https://hypelockeruk.com/products/trapstar-x-central-cee-t-bag-black-rose-gold,,Trapstar,Bags,Out of Stock,,hypelockeruk.com
TRAPSTAR X CENTRAL CEE HOODIE - BLACK,£50.00,£80.00,,,Title graphic screen print on front CRG screen print on back Regular fit 100% Cotton Trapstar Clothing fits true to size. Size guide shown in final image.,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/Untitleddesign-2024-12-14T004723.146.png?v=1734137464,https://hypelockeruk.com/products/trapstar-x-central-cee-hoodie-black,,Trapstar,Hoodies,In Stock,,hypelockeruk.com
TRAPSTAR X CENTRAL CEE HOODIE - GREY,£50.00,£80.00,,,Title graphic screen print on front CRG screen print on back Regular fit 100% Cotton Trapstar Clothing fits true to size. Size guide shown in final image.,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/Untitleddesign-2024-12-14T005538.614.png?v=1734137772,https://hypelockeruk.com/products/trapstar-x-central-cee-hoodie-grey,,Trapstar,Hoodies,In Stock,,hypelockeruk.com
TRAPSTAR DECODED HOODED PUFFER JACKET 2.0 - DAZZLING BLUE,£199.00,£350.00,,,- Decoded Logo embroidery on back - Decoded Logo embroidery on Placket - Embossed Contrast Stitch Irongate T on hood - Branded Metal Zip Puller - Adjustable waist bungee cord - Inner zip pocket - Official Certilogo Authentification label Size Guide shown in final image. We recommend going one size up from your usual size.,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/18_00d2012c-c077-4bc3-9216-6993d0ee8822.png?v=1729699804,https://hypelockeruk.com/products/trapstar-decoded-hooded-puffer-jacket-2-0-dazzling-blue,,Trapstar,Jackets,In Stock,,hypelockeruk.com
TRAPSTAR DECODED HOODED PUFFER JACKET 2.0 - GREY,£199.00,£350.00,,,- Decoded Logo embroidery on back - Decoded Logo embroidery on Placket - Embossed Contrast Stitch Irongate T on hood - Branded Metal Zip Puller - Adjustable waist bungee cord - Inner zip pocket - Official Certilogo Authentification label Size Guide shown in final image. We recommend going one size up from your usual size.,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/20_e4e51599-e799-408d-b9f6-cdffa099647e.png?v=1729699820,https://hypelockeruk.com/products/trapstar-decoded-hooded-puffer-jacket-2-0-grey,,Trapstar,Jackets,Out of Stock,,hypelockeruk.com
TRAPSTAR DECODED HOODED PUFFER JACKET 2.0 - ICE BLUE,£199.00,£350.00,,,- Decoded Logo embroidery on back - Decoded Logo embroidery on Placket - Embossed Contrast Stitch Irongate T on hood - Branded Metal Zip Puller - Adjustable waist bungee cord - Inner zip pocket - Official Certilogo Authentification label Size Guide shown in final image. We recommend going one size up from your usual size.,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/19_b1bed97a-ca79-4aa1-8faa-c4ccfe2aff18.png?v=1729699797,https://hypelockeruk.com/products/trapstar-decoded-hooded-puffer-jacket-2-0-ice-blue,,Trapstar,Jackets,Out of Stock,,hypelockeruk.com
TRAPSTAR DECODED PUFFER JACKET - BLACK / ORANGE,£199.00,£350.00,,,Trapstar Jackets fit true to size. Size Guide shown in final image.,,,https://cdn.shopify.com/s/files/1/0533/7612/3068/files/1_9b90ae05-13ac-4093-8941-dab2e6aea05f.png?v=1760471171,https://hypelockeruk.com/products/trapstar-decoded-puffer-jacket-black-orange,,Trapstar,Jackets,In Stock,,hypelockeruk.com
